Max Plume Concentration (ppm m),UTC Time Observed,Latitude of max concentration,Longitude of max concentration,Concentration Uncertainty (ppm m)
5882.0,2022-09-01T03:43:18Z,38.51689220603321,66.00216397690505,1213.0
6454.0,2022-09-01T03:43:18Z,38.54129266944475,66.00379067446582,1263.0
3635.0,2022-09-01T03:43:18Z,38.536412576762444,66.018973185033,468.0
1054.0,2022-09-01T03:43:18Z,38.533701414161165,65.92625142406916,278.0
3876.0,2022-09-01T03:43:18Z,38.5407504369245,65.94631402731865,405.0
1217.0,2022-09-01T03:43:18Z,38.56081304017398,65.9506518874807,382.0
1112.0,2022-09-01T03:43:18Z,38.54020820440424,65.88829514765122,304.0
1644.0,2022-09-01T03:43:18Z,38.52014560115475,65.88449952000941,372.0
2875.0,2022-09-01T05:17:09Z,35.48635465032045,45.43962234374311,501.0
3566.0,2022-09-01T05:17:09Z,35.17782434629457,47.00775879232452,548.0
9768.0,2022-09-01T05:19:20Z,29.741401098204207,53.24777063543486,682.0
3883.0,2022-09-01T08:25:25Z,28.6905544739473,7.191082597379277,304.0
2999.0,2022-09-03T05:19:24Z,24.60808582893714,46.897143358192295,487.0
773.0,2022-09-03T06:52:42Z,22.695089497472697,24.66940565532302,163.0
1121.0,2022-09-03T08:25:37Z,22.955361107195703,1.0915089770154107,239.0
1878.0,2022-09-09T07:02:54Z,-25.461122859015497,28.121257879275046,488.0
2891.0,2022-09-09T07:02:54Z,-26.213741597131335,29.103783205979582,636.0
3108.0,2022-09-09T07:02:54Z,-26.257120198751842,29.117881251506248,538.0
3473.0,2022-09-09T07:02:54Z,-26.46316855644926,29.286515565305976,631.0
3065.0,2023-01-07T14:38:18Z,-34.23390280424329,-70.70658349517062,659.0
3949.0,2023-01-11T13:01:07Z,-32.952607358877465,-70.79605186101298,662.0
1305.0,2023-01-11T13:01:07Z,-36.364334376330525,-67.07308337693277,507.0
12033.0,2023-01-19T04:02:23Z,-22.987458101605927,148.57929671926743,1101.0
2383.0,2023-01-19T04:02:23Z,-22.980409078842595,148.6953344786023,1682.0
1034.0,2023-01-21T16:17:47Z,-36.36487660885085,-67.0741678419732,397.0
5296.0,2023-01-22T15:31:51Z,-34.52399720258047,-58.619136153615685,821.0
7332.0,2023-01-23T08:53:11Z,24.635197454950017,91.59228553788405,1669.0
3768.0,2023-01-25T00:47:44Z,-32.68528672639112,151.07519301000704,802.0
21943.0,2023-01-25T00:47:44Z,-32.46947818332908,151.07410854496655,1414.0
5476.0,2023-01-26T06:27:16Z,13.58070306448341,100.66980015949592,737.0
2004.0,2023-01-26T12:43:35Z,28.12663265288068,18.792147368264278,347.0
2448.0,2023-01-27T16:21:04Z,-11.921576828213984,-77.11902527972246,537.0
3070.0,2023-01-27T16:21:04Z,-11.80879246400066,-77.06371756265632,465.0
1175.0,2023-01-28T12:41:18Z,28.482879418689127,7.516964342053367,280.0
1364.0,2023-01-28T12:41:18Z,28.608677363388605,7.253981569729029,262.0
1765.0,2023-01-28T12:41:18Z,28.65205596500911,7.68071856317079,388.0
1343.0,2023-01-29T08:46:11Z,22.870230601515473,55.615157818874124,303.0
3398.0,2023-01-29T13:03:21Z,-38.749073000418036,-68.19984255402548,527.0
2002.0,2023-01-29T13:03:21Z,-38.05935323465194,-67.82624434756885,575.0
2651.0,2023-01-30T09:35:55Z,35.456531861706324,51.34128109421342,544.0
2371.0,2023-01-30T18:49:23Z,25.87257206617506,-100.29838105564168,560.0
2822.0,2023-01-31T05:39:24Z,26.79599404817155,94.68463760090611,681.0
4167.0,2023-01-31T05:39:24Z,27.286172246483307,95.23391914392582,603.0
2515.0,2023-01-31T05:43:17Z,37.17703564847979,106.75202233921112,420.0
4530.0,2023-01-31T05:43:17Z,37.85265736871922,108.59127504792072,443.0
1092.0,2023-01-31T05:43:17Z,38.17365902071099,108.34564371624458,372.0
3404.0,2023-01-31T08:49:13Z,37.474721302100455,61.026096138512465,513.0
3093.0,2023-02-01T07:53:26Z,15.479059117900919,44.148024480492445,641.0
1116.0,2023-02-02T07:08:03Z,21.87631839188559,55.985502630209204,302.0
1198.0,2023-02-02T07:08:03Z,22.15502590729736,56.02833899930946,388.0
2403.0,2023-02-02T19:38:21Z,41.97037112754598,-108.2941417993423,742.0
11304.0,2023-02-03T06:22:56Z,28.943777060907067,69.04951074074584,904.0
2038.0,2023-02-03T06:22:56Z,38.66058382390116,80.47706110514878,359.0
1021.0,2023-02-03T06:22:56Z,38.6551614986986,80.48953245311468,394.0
15229.0,2023-02-03T17:14:34Z,34.13999130252381,-90.63905093979469,1841.0
3877.0,2023-02-04T04:06:49Z,38.9490515246776,111.09313589638445,575.0
6556.0,2023-02-04T04:10:09Z,46.096760606696975,125.24703137263575,968.0
2203.0,2023-02-04T07:07:01Z,24.614592619180247,46.89226326550993,363.0
2789.0,2023-02-04T07:11:17Z,36.23951562095646,59.99151648986322,588.0
3211.0,2023-02-04T07:11:44Z,37.47417906958028,61.027180603552935,373.0
1651.0,2023-02-04T08:41:39Z,29.69260017138115,28.408098882490634,252.0
2548.0,2023-02-04T08:41:39Z,30.748326888320296,29.42641155553209,371.0
7143.0,2023-02-05T17:12:44Z,32.084930050752206,-104.49309183234462,1276.0
2820.0,2023-02-05T17:12:44Z,32.15162465074374,-104.07177716410541,434.0
2243.0,2023-02-05T17:12:44Z,32.15108241822349,-103.99586461126952,426.0
2038.0,2023-02-05T17:12:44Z,32.20584790276938,-104.01375828443798,416.0
1971.0,2023-02-05T17:12:44Z,32.3224278946245,-103.7849361608898,369.0
1501.0,2023-02-05T17:12:44Z,32.3099565466586,-104.05225679337619,358.0
4753.0,2023-02-05T17:12:44Z,32.41298072550731,-104.06364367630158,469.0
2302.0,2023-02-05T17:12:44Z,32.57727717914499,-104.17642804051489,520.0
4064.0,2023-02-06T16:25:14Z,30.4105160282005,-99.90309354837434,872.0
2972.0,2023-02-14T07:24:57Z,37.00026784687614,105.26359407110762,584.0
1829.0,2023-02-14T08:57:15Z,38.750052189743506,80.05683090195016,373.0
3826.0,2023-02-14T10:34:22Z,27.035118589604657,69.71808343822195,433.0
1700.0,2023-02-14T10:34:22Z,27.140311698534394,69.75278631951836,314.0
2817.0,2023-02-14T10:34:22Z,25.903479319829618,71.57360312253924,409.0
3122.0,2023-02-15T06:36:26Z,39.474474836805996,107.13700742859407,425.0
2892.0,2023-02-15T11:19:33Z,27.74706988870123,52.166558990043626,506.0
2170.0,2023-02-15T20:33:54Z,35.26403931701526,-97.98955498439004,516.0
3301.0,2023-02-16T13:36:26Z,31.77802644428709,5.994375425173483,339.0
4580.0,2023-02-16T13:36:26Z,31.74766142315273,5.99925551785579,802.0
2290.0,2023-02-16T13:36:26Z,31.669579940235813,6.194459225148083,483.0
1072.0,2023-02-16T13:36:26Z,31.78236430444914,6.215606293438081,305.0
1150.0,2023-02-16T13:36:26Z,30.260317620089516,8.09010411596434,336.0
5765.0,2023-02-17T06:32:21Z,44.036819262243014,87.85521900827725,1179.0
2989.0,2023-02-17T11:16:03Z,31.93635834020197,36.185882153048006,472.0
2203.0,2023-02-17T20:31:34Z,35.38712609911347,-110.33239384298538,531.0
5079.0,2023-02-17T20:31:34Z,27.81756011633459,-101.18167783113893,745.0
2292.0,2023-02-18T08:56:51Z,28.411304726015306,69.90135803006862,542.0
2245.0,2023-02-18T08:56:51Z,28.427029469102738,69.69368297481043,424.0
6312.0,2023-02-18T08:56:51Z,27.96125173420252,69.81026296666555,930.0
3047.0,2023-02-18T08:56:51Z,25.900768157228324,71.57306089001901,277.0
2370.0,2023-02-18T10:27:23Z,34.68168159025989,38.62430179664086,294.0
1239.0,2023-02-18T12:02:10Z,29.14277639584116,21.45234011264195,310.0
2186.0,2023-02-18T12:02:10Z,29.183443834860388,21.42522848662913,309.0
1220.0,2023-02-18T12:02:10Z,29.25176513241269,21.544519641085532,228.0
3569.0,2023-02-18T18:10:54Z,35.339951869851205,-80.65655024187502,609.0
1340.0,2023-02-19T06:31:55Z,40.79860665127203,83.67460627710064,292.0
3454.0,2023-02-19T08:05:03Z,40.051410238358784,61.0445320442011,223.0
5871.0,2023-02-19T08:05:03Z,38.564608667815826,62.78401396918352,546.0
2320.0,2023-02-19T08:05:03Z,38.568404295457626,62.72924848463763,450.0
2774.0,2023-02-19T08:05:03Z,37.95297038496665,63.52904145201577,438.0
1471.0,2023-02-19T08:05:03Z,37.94321019960203,63.4975919658409,385.0
1157.0,2023-02-19T08:05:03Z,37.951343687405874,63.479156060152185,365.0
1814.0,2023-02-19T09:39:08Z,36.94224896720875,42.12603941245648,396.0
5011.0,2023-02-19T09:39:08Z,35.414237725126306,44.1973676398358,861.0
3273.0,2023-02-19T09:39:08Z,31.24013178419279,48.99016088638182,782.0
6606.0,2023-02-19T09:39:08Z,31.269954572806892,48.88388331241158,805.0
1493.0,2023-02-19T09:39:08Z,31.25097643459792,48.914248333545935,384.0
1740.0,2023-02-19T09:39:08Z,31.12409402485793,49.13493696929027,390.0
2160.0,2023-02-19T09:39:08Z,31.12951635006049,49.32580281642051,516.0
6992.0,2023-02-19T09:39:08Z,30.944072828132814,49.88159114968329,657.0
2663.0,2023-02-19T09:39:08Z,30.761882701326677,49.985699793572515,567.0
9240.0,2023-02-19T09:39:08Z,30.360630636336964,49.88213338220355,637.0
2835.0,2023-02-19T19:05:39Z,9.73139440318345,-73.50396106717324,527.0
5067.0,2023-02-20T05:45:40Z,37.303918058219686,94.30453260420646,548.0
1182.0,2023-02-20T05:45:40Z,37.365190333008655,94.1624676838993,437.0
2594.0,2023-02-20T05:45:40Z,37.368443728130195,94.13698275544724,398.0
8137.0,2023-02-20T07:15:30Z,43.98801833541994,58.66792690791742,957.0
1205.0,2023-02-20T10:32:20Z,15.576660971547126,45.80291813231489,290.0
4792.0,2023-02-20T10:32:20Z,15.562020693500205,45.79641134207181,316.0
998.0,2023-02-20T10:32:20Z,15.602145899999176,46.00245969976923,236.0
4615.0,2023-02-20T10:32:20Z,15.596723574796611,46.02089560545795,432.0
1628.0,2023-02-20T19:43:24Z,33.08318012054419,-112.28605761346903,384.0
1776.0,2023-02-20T19:43:24Z,26.94348129368135,-105.72558635088724,562.0
2597.0,2023-02-20T19:47:23Z,22.30630878044885,-100.93279310434119,437.0
11798.0,2023-02-21T04:56:04Z,44.041699354925306,87.86281026356076,1096.0
2396.0,2023-02-21T06:30:01Z,42.18238404296627,69.48492345451174,599.0
2164.0,2023-02-21T09:39:54Z,31.9260559223171,36.189135548169574,622.0
1425.0,2023-02-21T09:39:54Z,31.92442922475633,36.1999801985747,411.0
2451.0,2023-02-22T08:51:06Z,37.055575563942334,35.39801830111551,675.0
6805.0,2023-02-23T04:56:45Z,41.80173681374631,81.30233900097898,1022.0
2718.0,2023-02-23T04:56:45Z,40.85716776345972,83.45174871127521,333.0
5145.0,2023-02-23T06:30:22Z,40.047614610716934,61.045616509241626,268.0
1174.0,2023-02-23T06:30:22Z,40.00911610177874,60.93988116779163,212.0
3666.0,2023-02-23T06:30:22Z,39.97278652292156,61.685450883144135,179.0
2140.0,2023-02-23T06:30:22Z,38.564066435295516,62.78564066674431,367.0
1995.0,2023-02-23T06:30:22Z,38.59063582878808,62.780760574062,351.0
3183.0,2023-02-23T06:30:22Z,37.95459708252736,63.530125917056296,340.0
1373.0,2023-02-23T06:30:22Z,37.94700582724377,63.49813419836117,291.0
1869.0,2023-02-23T06:30:22Z,38.1839614385958,63.30455718862965,325.0
1207.0,2023-02-23T06:30:22Z,38.36777826296271,63.252502866685035,254.0
2571.0,2023-02-23T08:04:47Z,36.442310583532404,42.9204100546321,686.0
5326.0,2023-02-23T08:04:47Z,36.30946361606959,43.08904436843183,666.0
7826.0,2023-02-24T04:11:58Z,37.35705684520485,94.13535605788644,489.0
2379.0,2023-02-24T04:11:58Z,37.308798150902035,94.2947724188418,661.0
6506.0,2023-02-24T04:11:58Z,37.29795350049691,94.30561706924694,1283.0
5252.0,2023-02-24T04:11:58Z,37.29470010537537,94.29206125624053,651.0
2296.0,2023-02-24T08:58:31Z,15.596181342276383,46.02414900057952,323.0
3030.0,2023-02-24T08:58:31Z,15.563105158540745,45.80183366727441,208.0
824.0,2023-02-24T08:58:31Z,15.579914366668692,45.797495807112355,348.0
6084.0,2023-02-24T10:22:19Z,40.25528966597518,-3.636216367099861,866.0
5820.0,2023-02-24T18:10:00Z,32.11854846700815,-110.82582543641892,1245.0
1798.0,2023-02-24T18:10:00Z,32.118006234487886,-110.8784219908838,469.0
3225.0,2023-02-24T18:14:29Z,19.403738099516584,-98.84194450623306,638.0
4694.0,2023-02-24T18:14:29Z,19.323487686518643,-98.80181929973409,675.0
3272.0,2023-02-24T18:14:29Z,19.46229921170427,-99.01654337775561,603.0
2367.0,2023-02-24T18:14:29Z,18.986761291439436,-98.13704222989979,496.0
3699.0,2023-02-25T05:06:19Z,14.056783217268498,99.97194690592598,837.0
3049.0,2023-02-25T05:06:19Z,13.620828270982377,100.55810026032312,898.0
2450.0,2023-02-25T05:06:19Z,13.577991901882125,100.67034239201618,795.0
4039.0,2023-02-25T08:05:31Z,32.50895588159272,36.10942736769181,921.0
2630.0,2023-02-25T08:05:31Z,31.924971457276616,36.195100105892315,452.0
1547.0,2023-02-26T04:10:22Z,38.81186669705266,80.00314988244479,284.0
1492.0,2023-02-26T04:10:22Z,38.75710121250677,80.05249304178813,217.0
4466.0,2023-02-26T05:47:14Z,28.94269259586657,69.04788404318516,752.0
2305.0,2023-02-27T15:57:14Z,9.53998632353293,-73.50341883465295,471.0
